English word,Greek words,Synsets
Acquisition,"κέρδος, κτῆμα",the act of contracting or assuming or acquiring possession of something
,,something acquired
,,the cognitive process of acquiring skill or knowledge
,,an ability that has been acquired by training
Acquit,"λύειν, σώζειν, ἀφιέναι, ἀπολύειν, ἀποφεύγειν, φεύγειν, ἀπογιγνώσκειν, ἀποψηφίζεσθαι, σώζεσθαι, ἐκλύειν, ἀποχειροτονεῖν",pronounce not guilty of criminal charges
,,behave in a certain manner
Acquittal,"ἀπόφευξις, φεύγειν, ἀποψήφισις",a judgment of not guilty
Acre,πλέθρον,a unit of area (4840 square yards) used in English-speaking countries
,,a territory of western Brazil bordering on Bolivia and Peru
,,a town and port in northwestern Israel in the eastern Mediterranean
Acrid,δριμύς,strong and sharp
,,harsh or corrosive in tone
Acrimonious,πικρός,marked by strong resentment or cynicism
Acrimony,"πικρότης, η",a rough and bitter manner
Acrobat,κυβιστᾶν,an athlete who performs acts requiring skill and agility and coordination
Acropolis,"ἀκρόπολις, ἀκρόπτολις",the citadel in ancient Greek towns
Across,"ἐγκάρσιος, πέραν, διά, παροικοδομεῖν, φορμηδόν, ὑπέρ",to the opposite side
,,transversely
Act,"ὑποκρίνεσθαι, προχωρεῖν, ποιεῖν, πράσσειν, ἀγωνίζεσθαι, δρᾶν, χωρεῖν",a legal document codifying the result of deliberations of a committee or society or legislative body
,,something that people do or cause to happen
,,a subdivision of a play or opera or ballet
,,a short theatrical performance that is part of a longer program
,,a manifestation of insincerity
,,"perform an action, or work out or perform (an action)"
,,behave in a certain manner; show a certain behavior; conduct or comport oneself
,,play a role or part
,,discharge one's duties
,,pretend to have certain qualities or state of mind
,,be suitable for theatrical performance
,,have an effect or outcome; often the one desired or expected
,,"be engaged in an activity, often for no particular purpose other than pleasure"
,,behave unnaturally or affectedly
,,perform on a stage or theater
Action,"ἔργον, ἰσχύς, ἀγών, πρᾶξις, δίκη, δύνασις",something done (usually as opposed to something said)
,,the state of being active
,,a military engagement
,,a process existing in or produced by nature (rather than by the intent of human beings)
,,the series of events that form a plot
,,the trait of being active and energetic and forceful
,,the operating part that transmits power to a mechanism
,,a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong
,,an act by a government body or supranational organization
,,the most important or interesting work or activity in a specific area or field
,,institute legal proceedings against; file a suit against
,,put in effect
Actionable,ὑπόδικος,affording grounds for legal action
Active,"ὁμιλεῖν, ἄσχολος, θοός, ἐκστρατεύειν, πρόθυμος, ἔντονος, λαιψηρός, πολύπονος, ὀξύς, ἐλαφρός, κοινωνεῖν, σύντονος, πράσσειν, δραστήριος, ἐξεστρατεῦσθαι, κοῦφος, ἐνεργός",chemical agent capable of activity
,,the voice used to indicate that the grammatical subject of the verb is performing the action or causing the happening denoted by the verb
,,a person who is a participating member of an organization
,,tending to become more severe or wider in scope
,,engaged in or ready for military or naval operations
,,disposed to take action or effectuate change
,,taking part in an activity
,,characterized by energetic activity
,,exerting influence or producing a change or effect
,,full of activity or engaged in continuous activity
,,in operation
,,(of the sun) characterized by an increased occurrence of sunspots and flares and radio emissions
,,expressing that the subject of the sentence has the semantic function of actor:
,,(used of verbs (e.g. `to run') and participial adjectives (e.g. `running' in `running water')) expressing action rather than a state of being
,,(of e.g. volcanos) capable of erupting
,,(of e.g. volcanos) erupting or liable to erupt
,,engaged in full-time work
Actively,"προθύμως, κούφως, σπουδῇ, ἐλαφρῶς",in an active manner
Activity,"ἐλαφρότης, ὀξύτης, σπουδή, φιλοπραγμοσύνη, δραστήριον, ὠκύτης, προθυμία, εὐχέρεια, εὐκολία",any specific behavior
,,the state of being active
,,an organic process that takes place in the body
,,(chemistry) the capacity of a substance to take part in a chemical reaction
,,a process existing in or produced by nature (rather than by the intent of human beings)
,,the trait of being active; moving or acting rapidly and energetically
Actor,"τριταγωνιστής, ὑποκριτής, μῖμος",a theatrical performer
,,a person who acts and gets things done
Actual,"ἐτήτυμος, ἀκριβής, ἀληθινός, ἀληθής, ἔτυμος",presently existing in fact and not merely potential or possible
,,taking place in reality; not pretended or imitated
,,being or reflecting the essential or genuine character of something; ; - G.K.Chesterton
,,existing in act or fact
,,being or existing at the present moment
Actually,"ἀληθινῶς, ὄντως, ἀκριβῶς, ἐτητύμως, ἔργῳ, ἀληθῶς",in actual fact
,,used to imply that one would expect the fact to be the opposite of that stated; surprisingly
,,at the present moment
,,as a sentence modifier to add slight emphasis
Actuate,"πείθειν, προτρέπειν, ἐπάγειν",put in motion or move to act
,,give an incentive for action
Acumen,"φρονησις, γνώμη, σύνεσις, ἀγχίνοια",a tapering point
,,shrewdness shown by keen insight
Acute,"συνετός, ἔσχατος, φρόνιμος, σοφός, δεινός, ὀξύς, χαλεπός, σφοδρός, ἀγχίνους, ἰσχυρός",a mark (') placed above a vowel to indicate pronunciation
,,having or experiencing a rapid onset and short but severe course
,,extremely sharp or intense
,,having or demonstrating ability to recognize or draw fine distinctions
,,of an angle; less than 90 degrees
,,ending in a sharp point
,,of critical importance and consequence
Acutely,"σοφῶς, σφόδρα, ἰσχυρῶς, ἀμηχάνως, δεινῶς",in an acute manner
,,having a rapid onset
,,changing suddenly in direction and degree
,,in a shrewd manner
Acuteness,σφοδρότης,a sensitivity that is keen and highly developed
,,a quick and penetrating intelligence
,,the quality of having a sharp edge or point
Adage,"παροιμία, φήμη, λεγόμενον, λόγος, αἶνος",a condensed but memorable saying embodying some important fact of experience that is taken as true by many people
Adamant,ἀδάμας,very hard native crystalline carbon valued as a gem
,,"impervious to pleas, persuasion, requests, reason; ; - W.Churchill"
Adamantine,ἀδαμάντινος,consisting of or having the hardness of adamant
,,having the hardness of a diamond
,,"impervious to pleas, persuasion, requests, reason; ; - W.Churchill"
Adapt,"ἐπιτήδειος, προσαρμόζειν, εἴκειν, ἐφαρμόζειν, συναρμόζειν, πρός, ἁρμόζειν, συμφέρεσθαι, ἐναρμόζειν","make fit for, or change to suit a new purpose"
,,adapt or conform oneself to new or different conditions
Adaptable,εὐμεταχείριστος,capable of adapting (of becoming or being made suitable) to a particular situation or use
Add,"προσκεῖσθαι, προστιθέναι, λογίζεσθαι, προσφέρειν, προσγίγνεσθαι, προσεῖναι, προσβάλλειν, ἐπάγειν",a condition (mostly in boys) characterized by behavioral and learning disorders
,,"make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of"
,,state or say further
,,bestow a quality on
,,make an addition by combining numbers
,,determine the sum of
,,constitute an addition
Addition,"προσθήκη, πρόσθεσις, προσλαμβάνειν, πρός, προσέτι",a component that is added to something to improve it
,,the act of adding one thing to another
,,a quantity that is added
,,something added to what you already have
,,a suburban area laid out in streets and lots for a future residential area
